year,barangay,green_index,mean_ndvi,gar,predicted
2012,Baclaran,26.71,0.1161,0.0221,False
2012,Banay-Banay,49.47,0.2034,0.5021,False
2012,Banlic,32.89,0.1337,0.1891,False
2012,Bigaa,42.69,0.1868,0.36,False
2012,Butong,30.17,0.1321,0.1155,False
2012,Casile,62.1,0.2677,0.7214,False
2012,Diezmo,30.28,0.1546,0.0846,False
2012,Gulod,39.22,0.1516,0.321,False
2012,Mamatid,41.81,0.1667,0.3633,False
2012,Marinig,37.12,0.1545,0.2674,False
2012,Niugan,32.18,0.1485,0.1415,False
2012,Pittland,41.59,0.1695,0.3503,False
2012,Poblacion,54.16,0.2098,0.6214,False
2012,Pulo,47.5,0.1954,0.4621,False
2012,Sala,46.59,0.1969,0.4359,False
2012,San Isidro,51.34,0.2115,0.5349,False
2013,Baclaran,36.34,0.1514,0.221,False
2013,Banay-Banay,46.14,0.1846,0.4499,False
2013,Banlic,43.1,0.1799,0.3777,False
2013,Bigaa,42.56,0.1825,0.36,False
2013,Butong,27.95,0.1209,0.0789,False
2013,Casile,36.67,0.1535,0.2576,False
2013,Diezmo,62.35,0.2268,0.7874,False
2013,Gulod,44.06,0.1742,0.4111,False
2013,Mamatid,45.81,0.1917,0.4293,False
2013,Marinig,35.14,0.1553,0.2133,False
2013,Niugan,34.95,0.1534,0.2043,False
2013,Pittland,46.23,0.1889,0.4346,False
2013,Poblacion,55.28,0.2093,0.6357,False
2013,Pulo,53.37,0.2199,0.5685,False
2013,Sala,48.09,0.1996,0.4705,False
2013,San Isidro,51.11,0.2078,0.536,False
2014,Baclaran,32.77,0.1341,0.1436,False
2014,Banay-Banay,42.2,0.1723,0.3657,False
2014,Banlic,41.66,0.1747,0.3465,False
2014,Bigaa,36.56,0.1599,0.248,False
2014,Butong,26.91,0.1132,0.0732,False
2014,Casile,56.6,0.2391,0.6261,False
2014,Diezmo,59.06,0.221,0.705,False
2014,Gulod,39.84,0.1564,0.3259,False
2014,Mamatid,45.92,0.1905,0.4333,False
2014,Marinig,31.7,0.1437,0.1469,False
2014,Niugan,31.72,0.1407,0.1434,False
2014,Pittland,45.63,0.1905,0.4215,False
2014,Poblacion,43.83,0.1872,0.4071,False
2014,Pulo,52.01,0.2162,0.5438,False
2014,Sala,43.4,0.179,0.3795,False
2014,San Isidro,50.18,0.2043,0.5183,False
2015,Baclaran,35.07,0.1423,0.2044,False
2015,Banay-Banay,47.29,0.1918,0.467,False
2015,Banlic,44.19,0.188,0.3927,False
2015,Bigaa,42.52,0.1823,0.36,False
2015,Butong,30.98,0.137,0.1324,False
2015,Casile,65.81,0.271,0.8109,False
2015,Diezmo,64.98,0.2499,0.82,False
2015,Gulod,46.54,0.1842,0.4543,False
2015,Mamatid,41.16,0.1757,0.3355,False
2015,Marinig,37.35,0.1668,0.2622,False
2015,Niugan,39.07,0.1708,0.2829,False
2015,Pittland,53.13,0.2201,0.5654,False
2015,Poblacion,54.34,0.2128,0.6286,False
2015,Pulo,54.46,0.2295,0.5813,False
2015,Sala,47.48,0.1982,0.4526,False
2015,San Isidro,48.78,0.1996,0.4884,False
2016,Baclaran,37.43,0.162,0.2376,False
2016,Banay-Banay,50.56,0.2048,0.533,False
2016,Banlic,46.9,0.2027,0.4389,False
2016,Bigaa,43.14,0.1797,0.3813,False
2016,Butong,30.02,0.1324,0.1183,False
2016,Casile,63.27,0.2539,0.7724,False
2016,Diezmo,60.48,0.2356,0.7223,False
2016,Gulod,48.64,0.2019,0.4802,False
2016,Mamatid,50.64,0.2196,0.5086,False
2016,Marinig,35.17,0.1536,0.2278,False
2016,Niugan,38.37,0.17,0.2672,False
2016,Pittland,51.66,0.2124,0.5363,False
2016,Poblacion,57.68,0.2307,0.6857,False
2016,Pulo,57.15,0.2424,0.6296,False
2016,Sala,47.05,0.1963,0.4423,False
2016,San Isidro,56.16,0.247,0.6024,False
2017,Baclaran,38.9,0.1698,0.2597,False
2017,Banay-Banay,49.42,0.2032,0.5085,False
2017,Banlic,46.2,0.194,0.4321,False
2017,Bigaa,47.13,0.2015,0.4507,False
2017,Butong,35.47,0.1568,0.2169,False
2017,Casile,69.9,0.304,0.8652,False
2017,Diezmo,49.39,0.1952,0.5098,False
2017,Gulod,46.64,0.1873,0.4543,False
2017,Mamatid,50.84,0.2191,0.5125,False
2017,Marinig,39.2,0.173,0.2995,False
2017,Niugan,42.63,0.1836,0.3497,False
2017,Pittland,50.3,0.1933,0.532,False
2017,Poblacion,60.38,0.2581,0.7071,False
2017,Pulo,51.75,0.2129,0.536,False
2017,Sala,50.97,0.2186,0.5103,False
2017,San Isidro,52.7,0.2224,0.5526,False
2018,Baclaran,37.43,0.162,0.2431,False
2018,Banay-Banay,49.04,0.2013,0.4989,False
2018,Banlic,44.33,0.1876,0.3954,False
2018,Bigaa,44.54,0.1872,0.408,False
2018,Butong,32.97,0.1448,0.1775,False
2018,Casile,60.23,0.2589,0.6873,False
2018,Diezmo,50.2,0.2041,0.5184,False
2018,Gulod,48.67,0.2034,0.4827,False
2018,Mamatid,48.31,0.2051,0.4663,False
2018,Marinig,37.65,0.1675,0.2631,False
2018,Niugan,41.09,0.1762,0.3242,False
2018,Pittland,49.46,0.1961,0.5036,False
2018,Poblacion,56.13,0.2207,0.6643,False
2018,Pulo,56.48,0.2401,0.6167,False
2018,Sala,48.89,0.2037,0.4808,False
2018,San Isidro,55.34,0.2381,0.5969,False
2019,Baclaran,50.46,0.2497,0.4475,False
2019,Banay-Banay,65.9,0.3454,0.71,False
2019,Banlic,63.53,0.3377,0.6635,False
2019,Bigaa,61.73,0.3104,0.6486,False
2019,Butong,49.25,0.2207,0.468,False
2019,Casile,81.85,0.4868,0.9076,False
2019,Diezmo,75.07,0.4069,0.8478,False
2019,Gulod,62.42,0.3327,0.6496,False
2019,Mamatid,66.67,0.378,0.6812,False
2019,Marinig,56.88,0.2975,0.563,False
2019,Niugan,61.61,0.3172,0.6464,False
2019,Pittland,61.58,0.3375,0.6041,False
2019,Poblacion,77.41,0.4453,0.8643,False
2019,Pulo,75.65,0.4344,0.8244,False
2019,Sala,66.83,0.368,0.6881,False
2019,San Isidro,70.11,0.4069,0.7176,False
2020,Baclaran,49.27,0.2444,0.4199,False
2020,Banay-Banay,65.47,0.3416,0.7019,False
2020,Banlic,60.57,0.3239,0.6107,False
2020,Bigaa,56.68,0.2802,0.5676,False
2020,Butong,45.69,0.2022,0.4133,False
2020,Casile,78.38,0.4239,0.905,False
2020,Diezmo,72.46,0.3795,0.8196,False
2020,Gulod,64.09,0.3562,0.6587,False
2020,Mamatid,62.01,0.3421,0.6147,False
2020,Marinig,51.72,0.2551,0.4864,False
2020,Niugan,57.92,0.2891,0.5992,False
2020,Pittland,61.81,0.3434,0.6142,False
2020,Poblacion,74.53,0.4008,0.8571,False
2020,Pulo,74.88,0.4246,0.815,False
2020,Sala,64.32,0.3461,0.6533,False
2020,San Isidro,69.69,0.4077,0.7052,False
2021,Baclaran,52.56,0.2652,0.4751,False
2021,Banay-Banay,61.78,0.3018,0.6677,False
2021,Banlic,60.84,0.3163,0.6269,False
2021,Bigaa,57.24,0.2851,0.5799,False
2021,Butong,48.76,0.2156,0.4667,False
2021,Casile,79.38,0.4458,0.9026,False
2021,Diezmo,74.27,0.3945,0.8416,False
2021,Gulod,59.75,0.3076,0.6115,False
2021,Mamatid,64.79,0.3597,0.6605,False
2021,Marinig,52.93,0.2648,0.5088,False
2021,Niugan,55.17,0.2616,0.57,False
2021,Pittland,62.47,0.3568,0.6126,False
2021,Poblacion,75.74,0.408,0.8714,False
2021,Pulo,72.53,0.3944,0.7941,False
2021,Sala,63.46,0.3338,0.6496,False
2021,San Isidro,69.61,0.4,0.7148,False
2022,Baclaran,54.53,0.2805,0.5083,False
2022,Banay-Banay,68.22,0.3698,0.7377,False
2022,Banlic,63.84,0.3596,0.6431,False
2022,Bigaa,60.63,0.316,0.6322,False
2022,Butong,51.14,0.241,0.4927,False
2022,Casile,84.29,0.5169,0.9331,False
2022,Diezmo,74.82,0.4145,0.8283,False
2022,Gulod,65.7,0.3846,0.6601,False
2022,Mamatid,67.1,0.3971,0.6818,False
2022,Marinig,55.77,0.2928,0.5391,False
2022,Niugan,61.37,0.3236,0.6436,False
2022,Pittland,62.88,0.3527,0.6348,False
2022,Poblacion,79.08,0.4682,0.8643,False
2022,Pulo,75.13,0.4409,0.803,False
2022,Sala,66.83,0.3766,0.6848,False
2022,San Isidro,71.76,0.4429,0.7205,False
2023,Baclaran,53.85,0.2789,0.4972,False
2023,Banay-Banay,68.95,0.3816,0.7415,False
2023,Banlic,65.31,0.3757,0.6648,False
2023,Bigaa,60.45,0.3182,0.6162,False
2023,Butong,50.65,0.2393,0.4812,False
2023,Casile,84.68,0.5302,0.9292,False
2023,Diezmo,73.87,0.4169,0.8061,False
2023,Gulod,64.43,0.3805,0.6403,False
2023,Mamatid,66.57,0.4005,0.6608,False
2023,Marinig,54.17,0.2806,0.5143,False
2023,Niugan,60.83,0.3259,0.6272,False
2023,Pittland,62.73,0.3594,0.6301,False
2023,Poblacion,79.03,0.4734,0.8571,False
2023,Pulo,77.2,0.4761,0.8204,False
2023,Sala,67.01,0.3782,0.686,False
2023,San Isidro,71.75,0.4491,0.7208,False
2024,Baclaran,52.02,0.2613,0.4751,False
2024,Banay-Banay,64.93,0.3281,0.708,False
2024,Banlic,61.7,0.3279,0.6293,False
2024,Bigaa,60.41,0.3143,0.6223,False
2024,Butong,51.36,0.2441,0.4971,False
2024,Casile,81.19,0.4787,0.9044,False
2024,Diezmo,68.25,0.3347,0.7787,False
2024,Gulod,59.73,0.3263,0.5913,False
2024,Mamatid,63.46,0.3532,0.6342,False
2024,Marinig,53.89,0.2811,0.5048,False
2024,Niugan,60.35,0.3086,0.6344,False
2024,Pittland,58.2,0.3131,0.566,False
2024,Poblacion,78.75,0.464,0.8643,False
2024,Pulo,74.84,0.4298,0.8073,False
2024,Sala,67.07,0.384,0.6892,False
2024,San Isidro,70.14,0.4159,0.7111,False
2025,Baclaran,53.35,0.286,0.4917,False
2025,Banay-Banay,69.78,0.393,0.7448,False
2025,Banlic,65.4,0.369,0.6741,False
2025,Bigaa,62.94,0.341,0.6522,False
2025,Butong,52.36,0.2524,0.5,False
2025,Casile,83.24,0.4965,0.9294,False
2025,Diezmo,75.73,0.4382,0.8268,False
2025,Gulod,60.52,0.3476,0.5861,False
2025,Mamatid,67.19,0.3999,0.672,False
2025,Marinig,56.12,0.2939,0.5459,False
2025,Niugan,61.88,0.3274,0.6509,False
2025,Pittland,62.15,0.3624,0.6024,False
2025,Poblacion,76.67,0.4388,0.85,False
2025,Pulo,76.75,0.4771,0.8121,False
2025,Sala,66.53,0.375,0.6857,False
2025,San Isidro,73.33,0.4695,0.7428,False
2026,Baclaran,53.35,0.0,0.0,True
2026,Banay-Banay,69.78,0.0,0.0,True
2026,Banlic,65.4,0.0,0.0,True
2026,Bigaa,62.94,0.0,0.0,True
2026,Butong,52.36,0.0,0.0,True
2026,Casile,83.24,0.0,0.0,True
2026,Diezmo,75.73,0.0,0.0,True
2026,Gulod,60.52,0.0,0.0,True
2026,Mamatid,67.19,0.0,0.0,True
2026,Marinig,56.12,0.0,0.0,True
2026,Niugan,61.88,0.0,0.0,True
2026,Pittland,62.15,0.0,0.0,True
2026,Poblacion,76.67,0.0,0.0,True
2026,Pulo,76.75,0.0,0.0,True
2026,Sala,66.53,0.0,0.0,True
2026,San Isidro,73.33,0.0,0.0,True
2027,Baclaran,57.57,0.0,0.0,True
2027,Banay-Banay,71.41,0.0,0.0,True
2027,Banlic,67.69,0.0,0.0,True
2027,Bigaa,65.75,0.0,0.0,True
2027,Butong,56.88,0.0,0.0,True
2027,Casile,82.33,0.0,0.0,True
2027,Diezmo,76.03,0.0,0.0,True
2027,Gulod,63.5,0.0,0.0,True
2027,Mamatid,69.08,0.0,0.0,True
2027,Marinig,60.01,0.0,0.0,True
2027,Niugan,64.93,0.0,0.0,True
2027,Pittland,64.75,0.0,0.0,True
2027,Poblacion,76.93,0.0,0.0,True
2027,Pulo,77.05,0.0,0.0,True
2027,Sala,68.66,0.0,0.0,True
2027,San Isidro,74.21,0.0,0.0,True
2028,Baclaran,61.75,0.0,0.0,True
2028,Banay-Banay,72.75,0.0,0.0,True
2028,Banlic,69.83,0.0,0.0,True
2028,Bigaa,68.35,0.0,0.0,True
2028,Butong,61.28,0.0,0.0,True
2028,Casile,81.21,0.0,0.0,True
2028,Diezmo,76.31,0.0,0.0,True
2028,Gulod,66.27,0.0,0.0,True
2028,Mamatid,70.86,0.0,0.0,True
2028,Marinig,63.81,0.0,0.0,True
2028,Niugan,67.65,0.0,0.0,True
2028,Pittland,67.39,0.0,0.0,True
2028,Poblacion,77.04,0.0,0.0,True
2028,Pulo,77.2,0.0,0.0,True
2028,Sala,70.58,0.0,0.0,True
2028,San Isidro,74.97,0.0,0.0,True
2029,Baclaran,65.96,0.0,0.0,True
2029,Banay-Banay,74.02,0.0,0.0,True
2029,Banlic,71.88,0.0,0.0,True
2029,Bigaa,70.89,0.0,0.0,True
2029,Butong,65.62,0.0,0.0,True
2029,Casile,80.07,0.0,0.0,True
2029,Diezmo,76.62,0.0,0.0,True
2029,Gulod,69.14,0.0,0.0,True
2029,Mamatid,72.66,0.0,0.0,True
2029,Marinig,67.5,0.0,0.0,True
2029,Niugan,70.33,0.0,0.0,True
2029,Pittland,70.06,0.0,0.0,True
2029,Poblacion,77.12,0.0,0.0,True
2029,Pulo,77.23,0.0,0.0,True
2029,Sala,72.45,0.0,0.0,True
2029,San Isidro,75.68,0.0,0.0,True
2030,Baclaran,69.96,0.0,0.0,True
2030,Banay-Banay,75.34,0.0,0.0,True
2030,Banlic,73.99,0.0,0.0,True
2030,Bigaa,73.32,0.0,0.0,True
2030,Butong,69.73,0.0,0.0,True
2030,Casile,78.97,0.0,0.0,True
2030,Diezmo,76.99,0.0,0.0,True
2030,Gulod,72.2,0.0,0.0,True
2030,Mamatid,74.48,0.0,0.0,True
2030,Marinig,71.02,0.0,0.0,True
2030,Niugan,72.96,0.0,0.0,True
2030,Pittland,72.83,0.0,0.0,True
2030,Poblacion,77.19,0.0,0.0,True
2030,Pulo,77.29,0.0,0.0,True
2030,Sala,74.3,0.0,0.0,True
2030,San Isidro,76.36,0.0,0.0,True
